Date,Gold_Price
2020-01-08,"1,572.0"
2020-01-09,"1,550.8"
2020-01-10,"1,553.6"
2020-01-13,"1,549.9"
2020-01-14,"1,545.1"
2020-01-15,"1,549.0"
2020-01-16,"1,554.6"
2020-01-17,"1,557.6"
2020-01-20,"1,560.2"
2020-01-21,"1,551.3"
2020-01-22,"1,556.9"
2020-01-23,"1,562.9"
2020-01-24,"1,564.3"
2020-01-27,"1,580.1"
2020-01-28,"1,574.0"
2020-01-29,"1,573.5"
2020-01-30,"1,578.3"
2020-01-31,"1,584.2"
2020-02-03,"1,574.8"
2020-02-04,"1,558.4"
2020-02-05,"1,553.3"
2020-02-06,"1,563.3"
2020-02-07,"1,572.7"
2020-02-10,"1,573.2"
2020-02-11,"1,570.5"
2020-02-12,"1,563.7"
2020-02-13,"1,575.1"
2020-02-14,"1,581.4"
2020-02-17,"1,580.8"
2020-02-18,"1,589.9"
2020-02-19,"1,604.2"
2020-02-20,"1,619.0"
2020-02-21,"1,643.3"
2020-02-24,"1,671.7"
2020-02-25,"1,650.3"
2020-02-26,"1,634.9"
2020-02-27,"1,652.0"
2020-02-28,"1,609.9"
2020-03-02,"1,599.7"
2020-03-03,"1,615.5"
2020-03-04,"1,641.9"
2020-03-05,"1,659.6"
2020-03-06,"1,683.7"
2020-03-09,"1,672.5"
2020-03-10,"1,655.7"
2020-03-11,"1,653.8"
2020-03-12,"1,570.7"
2020-03-13,"1,562.8"
2020-03-16,"1,487.7"
2020-03-17,"1,536.2"
2020-03-18,"1,498.2"
2020-03-19,"1,474.3"
2020-03-20,"1,494.4"
2020-03-23,"1,525.4"
2020-03-24,"1,605.8"
2020-03-25,"1,605.5"
2020-03-26,"1,634.8"
2020-03-27,"1,617.3"
2020-03-30,"1,618.3"
2020-03-31,"1,609.0"
2020-04-01,"1,576.6"
2020-04-02,"1,616.8"
2020-04-03,"1,613.1"
2020-04-06,"1,648.3"
2020-04-07,"1,649.3"
2020-04-08,"1,647.8"
2020-04-09,"1,680.7"
2020-04-10,"1,680.7"
2020-04-13,"1,680.7"
2020-04-14,"1,741.9"
2020-04-15,"1,718.7"
2020-04-16,"1,729.5"
2020-04-17,"1,692.6"
2020-04-20,"1,686.2"
2020-04-21,"1,682.1"
2020-04-22,"1,710.6"
2020-04-23,"1,736.3"
2020-04-24,"1,715.9"
2020-04-27,"1,715.0"
2020-04-28,"1,691.6"
2020-04-29,"1,703.4"
2020-04-30,"1,702.8"
2020-05-01,"1,686.3"
2020-05-04,"1,709.1"
2020-05-05,"1,699.6"
2020-05-06,"1,691.5"
2020-05-07,"1,704.1"
2020-05-08,"1,704.1"
2020-05-11,"1,702.8"
2020-05-12,"1,702.4"
2020-05-13,"1,708.4"
2020-05-14,"1,731.6"
2020-05-15,"1,735.4"
2020-05-18,"1,734.7"
2020-05-19,"1,738.0"
2020-05-20,"1,748.3"
2020-05-21,"1,724.9"
2020-05-22,"1,733.6"
2020-05-25,"1,733.6"
2020-05-26,"1,720.3"
2020-05-27,"1,694.6"
2020-05-28,"1,717.4"
2020-05-29,"1,728.7"
2020-06-01,"1,730.6"
2020-06-02,"1,742.2"
2020-06-03,"1,705.4"
2020-06-04,"1,700.1"
2020-06-05,"1,683.5"
2020-06-08,"1,690.4"
2020-06-09,"1,713.5"
2020-06-10,"1,722.1"
2020-06-11,"1,738.3"
2020-06-12,"1,733.5"
2020-06-15,"1,710.5"
2020-06-16,"1,719.9"
2020-06-17,"1,724.4"
2020-06-18,"1,719.5"
2020-06-19,"1,734.8"
2020-06-22,"1,761.9"
2020-06-23,"1,768.9"
2020-06-24,"1,766.1"
2020-06-25,"1,756.6"
2020-06-26,"1,747.6"
2020-06-29,"1,771.6"
2020-06-30,"1,768.1"
2020-07-01,"1,771.1"
2020-07-02,"1,777.5"
2020-07-03,"1,772.9"
2020-07-06,"1,787.9"
2020-07-07,"1,789.6"
2020-07-08,"1,811.1"
2020-07-09,"1,812.1"
2020-07-10,"1,803.1"
